0,5,-13.9383184,-20.94943593
1,0,-26.2837148,16.83670948
2,4,36.89961228,-19.90378864
3,1,12.91304806,-16.95405522
4,9,22.94714756,-2.747204802
5,2,-9.380422304,35.38628429
6,1,12.55224264,29.94973987
7,3,-8.840524244,9.824213565
8,1,12.80386999,24.87377907
9,4,17.55687043,-26.46115366
10,3,-14.32913538,14.18463607
11,5,-3.439497317,-35.33516477
12,3,-12.59659908,-0.331579107
13,6,-31.57583352,-16.67548037
14,1,6.96273597,28.15276147
15,7,23.26086022,21.21270437
16,2,-9.140320634,27.66293245
17,8,2.93133301,-19.77556032
18,6,-21.80774089,-15.06346015
19,9,12.34036799,0.161953236
20,4,38.55734336,-17.27411074
21,0,-26.42185417,17.90933774
22,9,12.73108179,-2.165848647
23,1,12.89131162,-16.93281511
24,1,-0.459899943,14.16636702
25,2,-3.656034581,18.29068964
26,4,23.78682029,-17.405021
27,3,-12.54375361,4.832588608
28,2,18.99007421,16.96652325
29,7,16.10578618,19.82297336
30,3,-14.96496462,-2.872483015
31,8,4.366345571,-22.09829783
32,6,-27.60026295,-13.14640834
33,9,11.70580625,-0.246619157
34,0,-21.54956427,12.90414416
35,5,-6.613616447,-35.44669812
36,6,-26.05634728,-17.90939033
37,0,-22.72517684,13.177855
38,7,29.03056335,4.839417991
39,6,-30.87770899,-15.89951141
40,1,10.58860708,16.3460725
41,8,0.997967028,-14.59931211
42,7,25.78709708,7.0420092
43,9,14.00569694,0.899754735
44,3,-3.968092919,0.766732288
45,9,19.33192791,-4.748122498
46,8,0.299049541,-9.356542944
47,5,-8.39740698,-28.8440368
48,9,-2.847771468,0.036594157
49,3,-8.907554559,7.124179288
50,3,-18.97369323,2.88057777
51,0,-32.14109401,14.70554934
52,7,32.57974526,14.98159991
53,4,17.23001688,-16.86991592
54,9,26.0198296,-27.43160002
55,8,2.382175219,-13.23733289
56,0,-36.91228581,7.621962014
57,9,13.87190175,-3.389787956
58,4,34.93015942,-15.92039708
59,1,11.18705091,-18.17679594
60,4,39.14049433,-20.00926592
61,4,14.85370027,-24.08971777
62,6,-22.0730096,-18.71311061
63,0,-26.74921138,18.02659457
64,4,32.39890173,-25.10545015
65,5,-2.592496529,-34.86370294
66,6,-25.39963517,-19.21011578
67,1,3.717792461,6.798127679
68,0,-40.60223348,11.02450349
